0.65581,-0.041899,0.44913,-0.010291,1.2857,0,-10.986,3.8989e-05,0.045648,0,0.099897,-2.7774,-0.1553,1.5041,0.2552,-0.057639,-0.0056531,1.25
0.26687,0.11618,-0.30572,-0.14742,0.76237,0,24.802,2.8164e-05,0.065837,0,0.2881,-0.9771,0.3219,0.52702,-0.033804,0.028819,-0.00074954,3.375
0.42019,-0.94262,0.60004,-0.23025,1.482,-1,197.6,-3.3314e-05,0.36883,0,-1.0645,0.015387,0.1306,-0.3116,-1.1951,0.10234,-0.0010618,2.375
0.31611,-0.6592,0.11501,-0.024504,1.3906,0,89.136,3.1009e-05,0.4756,0,-0.2358,0.19619,0.901,0.91171,-1.1368,0.13901,-0.0021554,1.875
0.34119,-0.37257,-0.13442,-0.24333,1.7577,0,259.47,-3.7352e-05,0.53544,-1,-0.7883,-0.62704,1.1982,0.78476,-1.9865,0.13491,-0.0019175,1.625
0.41319,-0.07647,0.18561,-0.88365,1.8604,0,289.9,-3.847e-05,1.1006,0,0.039399,-2.0158,1.6581,-0.61935,-1.6187,0.15518,-0.0014754,1.25
0.29805,-0.12387,-0.28763,-0.49458,1.1816,0,208.74,-4.2922e-05,0.95742,0,-1.5235,-1.5734,0.013799,2.312,-1.5373,0.16272,-0.0040352,1.125
0.43966,-0.25881,0.39887,-0.57627,1.9242,0,165.36,-3.9222e-05,1.032,-1,-1.198,0.25774,0.5107,-0.30775,-1.7087,0.16349,-0.00060238,2.25
0.33471,-0.2103,-0.21248,-0.51744,1.0161,0,108.31,-1.5977e-05,0.41144,0,0.032901,-0.89247,0.5008,0.46162,-0.4679,0.1213,-0.0014714,2
0.30347,-0.26252,-0.22249,0.0090951,0.90665,0,153.19,7.3223e-05,0.15355,-1,-0.082605,-0.9848,-0.0027969,2.0273,-0.079808,0.057639,-0.0024041,1.75
0.34258,-0.058985,0.45569,0.32282,0.7445,0,92.665,-3.9523e-05,0.5339,0,-0.1235,0.053856,-0.2194,0.11156,0.095901,0.0082341,0.00061102,2.125
0.37789,-0.19552,0.58386,-0.75174,1.4709,0,82.907,-3.0548e-05,0.63168,0,-0.8876,-3.1083,0.051101,0.065397,-0.9387,0.13362,-0.0038485,1.625
0.45246,-0.50474,-0.15219,-0.48452,2.3367,-13,375.35,-2.8778e-05,1.2779,0,-1.1601,-0.18465,0.5281,0.12695,-1.6882,0.14986,-0.0020679,1
0.3521,-0.49853,0.39386,-0.97207,1.9209,1,34.703,2.2973e-05,0.43531,-3,0.3768,0.47701,0.5762,-2.512,-0.1994,0.11194,0.0020924,1
0.20855,-0.41369,-0.35996,-0.39777,1.0511,1,20.73,4.9633e-05,0.3483,0,0.41661,1.2348,0.50639,-0.52702,-0.089787,0.12313,0.00096649,1.5
0.36777,-0.7027,0.57059,-0.52028,1.44,0,15.705,2.1944e-06,0.31166,0,-0.6219,1.1887,-0.3549,-2.1812,-0.267,0.079784,0.0036811,1.75
0.32804,-0.075565,-0.20982,-0.90812,0.96052,1,92.012,9.3217e-05,0.71505,-1,0.094401,-1.2502,-0.6078,-1.5426,0.7022,0.12225,0.0024517,1
0.24057,0.3561,-0.33517,-0.43744,0.52287,1,-157.1,6.3673e-05,0.0086684,0,0.7307,0.19619,-0.1636,-1.3426,0.8943,0.0062651,0.0039934,1.5
0.20946,0.11842,-0.6905,-0.56211,0.49581,0,37.891,-6.0631e-06,0.26002,0,-0.046599,-0.70782,0.0926,-0.72321,-0.1392,0.11061,0.0010195,3.625
0.23915,-0.41928,0.085552,-0.31453,0.65694,1,-92.762,6.6518e-05,0.41843,0,0.2068,1.3695,0.4155,-0.95787,-0.2087,0.11646,0.0025876,1.25
